participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.type,player.partner_id,player.partner_type,player.signal,player.choice,player.partner_choice,player.match,player.late,player.points,player.payoff,group.id_in_subsession,subsession.round_number,subsession.game,subsession.game_name,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
9,nk4pav56,,0,390,390,finalpage,1,MyPage,147.156.150.33,2018-12-04 16:06:49.406465+00:00,1,,,47,1,3,6,3,3,1,1,1,,40,0,2,35,0,A,ts85e0ig,,,,,,0
10,vxkcs5vz,,0,390,390,finalpage,1,MyPage,147.156.150.22,2018-12-04 16:07:00.909463+00:00,1,,,94,2,1,8,2,2,0,0,0,,100,0,2,35,0,A,ts85e0ig,,,,,,0
11,a4dxpwrb,,0,390,390,finalpage,1,MyPage,147.156.150.32,2018-12-04 16:07:13.772778+00:00,1,,,89,3,2,4,3,2,1,1,1,,40,0,2,35,0,A,ts85e0ig,,,,,,0
12,0to4g86v,,0,390,390,finalpage,1,MyPage,147.156.150.23,2018-12-04 16:07:27.643452+00:00,1,,,171,4,3,3,2,2,1,1,1,,80,0,2,35,0,A,ts85e0ig,,,,,,0
13,zv227knm,,0,390,390,finalpage,1,MyPage,147.156.150.26,2018-12-04 16:08:19.012015+00:00,1,,,35,5,2,7,3,3,0,1,0,,75,0,2,35,0,A,ts85e0ig,,,,,,0
14,1ytml32p,,0,390,390,finalpage,1,MyPage,147.156.150.37,2018-12-04 16:08:56.952445+00:00,1,,,81,6,3,1,3,2,1,1,1,,40,0,2,35,0,A,ts85e0ig,,,,,,0
15,s9zwvpl4,,0,390,390,finalpage,1,MyPage,147.156.150.27,2018-12-04 16:09:08.225879+00:00,1,,,81,7,3,5,2,2,1,0,0,,25,0,2,35,0,A,ts85e0ig,,,,,,0
16,tz7xab1q,,0,390,390,finalpage,1,MyPage,147.156.150.38,2018-12-04 16:09:18.892772+00:00,1,,,165,8,2,2,1,2,0,0,0,,75,0,2,35,0,A,ts85e0ig,,,,,,0
1,p5she7s7,,0,390,390,finalpage,1,MyPage,147.156.150.6,2018-12-04 16:04:46.377602+00:00,1,,,81,1,2,8,3,2,1,1,1,,40,0,1,36,1,B,ts85e0ig,,,,,,0
2,eanoup2w,,0,390,390,finalpage,1,MyPage,147.156.150.10,2018-12-04 16:04:58.162202+00:00,1,,,83,2,2,4,1,1,1,0,0,,75,0,1,36,1,B,ts85e0ig,,,,,,0
3,h730angf,,0,390,390,finalpage,1,MyPage,147.156.150.12,2018-12-04 16:05:09.647795+00:00,1,,,80,3,3,5,2,2,1,1,1,,80,0,1,36,1,B,ts85e0ig,,,,,,0
4,w8xrk891,,0,390,390,finalpage,1,MyPage,147.156.150.14,2018-12-04 16:05:22.890126+00:00,1,,,89,4,2,2,3,3,0,1,0,,75,0,1,36,1,B,ts85e0ig,,,,,,0
5,rwgolrsr,,0,390,390,finalpage,1,MyPage,147.156.150.15,2018-12-04 16:05:50.405490+00:00,1,,,36,5,1,3,2,2,1,1,1,,80,0,1,36,1,B,ts85e0ig,,,,,,0
6,5zof5ulm,,0,390,390,finalpage,1,MyPage,147.156.150.17,2018-12-04 16:06:02.803263+00:00,1,,,81,6,1,7,2,2,1,1,1,,80,0,1,36,1,B,ts85e0ig,,,,,,0
7,hhwn7mxg,,0,390,390,finalpage,1,MyPage,147.156.150.19,2018-12-04 16:06:15.727622+00:00,1,,,83,7,3,6,2,2,1,1,1,,80,0,1,36,1,B,ts85e0ig,,,,,,0
8,igeff5f8,,0,390,390,finalpage,1,MyPage,147.156.150.25,2018-12-04 16:06:28.603731+00:00,1,,,170,8,2,1,1,2,1,1,1,,160,0,1,36,1,B,ts85e0ig,,,,,,0
9,nk4pav56,,0,390,390,finalpage,1,MyPage,147.156.150.33,2018-12-04 16:06:49.406465+00:00,1,,,47,1,1,8,3,2,1,1,1,,40,0,2,36,1,B,ts85e0ig,,,,,,0
10,vxkcs5vz,,0,390,390,finalpage,1,MyPage,147.156.150.22,2018-12-04 16:07:00.909463+00:00,1,,,94,2,2,4,1,1,1,0,0,,75,0,2,36,1,B,ts85e0ig,,,,,,0
11,a4dxpwrb,,0,390,390,finalpage,1,MyPage,147.156.150.32,2018-12-04 16:07:13.772778+00:00,1,,,89,3,3,5,1,1,1,0,0,,25,0,2,36,1,B,ts85e0ig,,,,,,0
12,0to4g86v,,0,390,390,finalpage,1,MyPage,147.156.150.23,2018-12-04 16:07:27.643452+00:00,1,,,171,4,1,2,2,2,0,1,0,,80,0,2,36,1,B,ts85e0ig,,,,,,0
13,zv227knm,,0,390,390,finalpage,1,MyPage,147.156.150.26,2018-12-04 16:08:19.012015+00:00,1,,,35,5,1,3,3,2,0,1,0,,80,0,2,36,1,B,ts85e0ig,,,,,,0
14,1ytml32p,,0,390,390,finalpage,1,MyPage,147.156.150.37,2018-12-04 16:08:56.952445+00:00,1,,,81,6,3,7,1,1,1,0,0,,25,0,2,36,1,B,ts85e0ig,,,,,,0
15,s9zwvpl4,,0,390,390,finalpage,1,MyPage,147.156.150.27,2018-12-04 16:09:08.225879+00:00,1,,,81,7,1,6,3,2,0,1,0,,80,0,2,36,1,B,ts85e0ig,,,,,,0
16,tz7xab1q,,0,390,390,finalpage,1,MyPage,147.156.150.38,2018-12-04 16:09:18.892772+00:00,1,,,165,8,3,1,1,2,1,1,1,,160,0,2,36,1,B,ts85e0ig,,,,,,0
1,p5she7s7,,0,390,390,finalpage,1,MyPage,147.156.150.6,2018-12-04 16:04:46.377602+00:00,1,,,81,1,2,8,3,3,1,1,1,,40,0,1,37,1,B,ts85e0ig,,,,,,0
2,eanoup2w,,0,390,390,finalpage,1,MyPage,147.156.150.10,2018-12-04 16:04:58.162202+00:00,1,,,83,2,1,5,3,3,0,1,0,,80,0,1,37,1,B,ts85e0ig,,,,,,0
3,h730angf,,0,390,390,finalpage,1,MyPage,147.156.150.12,2018-12-04 16:05:09.647795+00:00,1,,,80,3,3,4,1,2,1,1,1,,160,0,1,37,1,B,ts85e0ig,,,,,,0
4,w8xrk891,,0,390,390,finalpage,1,MyPage,147.156.150.14,2018-12-04 16:05:22.890126+00:00,1,,,89,4,1,3,2,2,1,1,1,,80,0,1,37,1,B,ts85e0ig,,,,,,0
5,rwgolrsr,,0,390,390,finalpage,1,MyPage,147.156.150.15,2018-12-04 16:05:50.405490+00:00,1,,,36,5,2,2,1,2,1,0,0,,75,0,1,37,1,B,ts85e0ig,,,,,,0
6,5zof5ulm,,0,390,390,finalpage,1,MyPage,147.156.150.17,2018-12-04 16:06:02.803263+00:00,1,,,81,6,3,7,2,2,1,0,0,,25,0,1,37,1,B,ts85e0ig,,,,,,0
7,hhwn7mxg,,0,390,390,finalpage,1,MyPage,147.156.150.19,2018-12-04 16:06:15.727622+00:00,1,,,83,7,1,6,3,2,0,1,0,,80,0,1,37,1,B,ts85e0ig,,,,,,0
8,igeff5f8,,0,390,390,finalpage,1,MyPage,147.156.150.25,2018-12-04 16:06:28.603731+00:00,1,,,170,8,3,1,1,2,1,1,1,,160,0,1,37,1,B,ts85e0ig,,,,,,0
9,nk4pav56,,0,390,390,finalpage,1,MyPage,147.156.150.33,2018-12-04 16:06:49.406465+00:00,1,,,47,1,1,8,3,2,0,1,0,,80,0,2,37,1,B,ts85e0ig,,,,,,0
10,vxkcs5vz,,0,390,390,finalpage,1,MyPage,147.156.150.22,2018-12-04 16:07:00.909463+00:00,1,,,94,2,2,5,3,3,0,1,0,,75,0,2,37,1,B,ts85e0ig,,,,,,0
11,a4dxpwrb,,0,390,390,finalpage,1,MyPage,147.156.150.32,2018-12-04 16:07:13.772778+00:00,1,,,89,3,2,4,1,1,1,1,1,,160,0,2,37,1,B,ts85e0ig,,,,,,0
12,0to4g86v,,0,390,390,finalpage,1,MyPage,147.156.150.23,2018-12-04 16:07:27.643452+00:00,1,,,171,4,1,3,2,2,1,1,1,,80,0,2,37,1,B,ts85e0ig,,,,,,0
13,zv227knm,,0,390,390,finalpage,1,MyPage,147.156.150.26,2018-12-04 16:08:19.012015+00:00,1,,,35,5,3,2,2,2,1,0,0,,25,0,2,37,1,B,ts85e0ig,,,,,,0
14,1ytml32p,,0,390,390,finalpage,1,MyPage,147.156.150.37,2018-12-04 16:08:56.952445+00:00,1,,,81,6,3,7,2,2,1,1,1,,80,0,2,37,1,B,ts85e0ig,,,,,,0
15,s9zwvpl4,,0,390,390,finalpage,1,MyPage,147.156.150.27,2018-12-04 16:09:08.225879+00:00,1,,,81,7,2,6,3,2,1,1,1,,40,0,2,37,1,B,ts85e0ig,,,,,,0
16,tz7xab1q,,0,390,390,finalpage,1,MyPage,147.156.150.38,2018-12-04 16:09:18.892772+00:00,1,,,165,8,3,1,1,1,1,0,0,,25,0,2,37,1,B,ts85e0ig,,,,,,0
1,p5she7s7,,0,390,390,finalpage,1,MyPage,147.156.150.6,2018-12-04 16:04:46.377602+00:00,1,,,81,1,2,4,1,1,1,1,1,,160,0,1,38,1,B,ts85e0ig,,,,,,0
2,eanoup2w,,0,390,390,finalpage,1,MyPage,147.156.150.10,2018-12-04 16:04:58.162202+00:00,1,,,83,2,1,7,2,2,0,1,0,,80,0,1,38,1,B,ts85e0ig,,,,,,0
3,h730angf,,0,390,390,finalpage,1,MyPage,147.156.150.12,2018-12-04 16:05:09.647795+00:00,1,,,80,3,2,5,1,1,1,1,1,,160,0,1,38,1,B,ts85e0ig,,,,,,0
4,w8xrk891,,0,390,390,finalpage,1,MyPage,147.156.150.14,2018-12-04 16:05:22.890126+00:00,1,,,89,4,1,1,1,1,1,1,1,,160,0,1,38,1,B,ts85e0ig,,,,,,0
5,rwgolrsr,,0,390,390,finalpage,1,MyPage,147.156.150.15,2018-12-04 16:05:50.405490+00:00,1,,,36,5,2,3,3,2,1,1,1,,40,0,1,38,1,B,ts85e0ig,,,,,,0
6,5zof5ulm,,0,390,390,finalpage,1,MyPage,147.156.150.17,2018-12-04 16:06:02.803263+00:00,1,,,81,6,1,8,1,2,0,1,0,,80,0,1,38,1,B,ts85e0ig,,,,,,0
7,hhwn7mxg,,0,390,390,finalpage,1,MyPage,147.156.150.19,2018-12-04 16:06:15.727622+00:00,1,,,83,7,1,2,2,2,1,0,0,,80,0,1,38,1,B,ts85e0ig,,,,,,0
8,igeff5f8,,0,390,390,finalpage,1,MyPage,147.156.150.25,2018-12-04 16:06:28.603731+00:00,1,,,170,8,3,6,2,2,1,0,0,,25,0,1,38,1,B,ts85e0ig,,,,,,0
9,nk4pav56,,0,390,390,finalpage,1,MyPage,147.156.150.33,2018-12-04 16:06:49.406465+00:00,1,,,47,1,2,4,3,3,0,1,0,,75,0,2,38,1,B,ts85e0ig,,,,,,0
10,vxkcs5vz,,0,390,390,finalpage,1,MyPage,147.156.150.22,2018-12-04 16:07:00.909463+00:00,1,,,94,2,3,7,3,3,1,1,1,,40,0,2,38,1,B,ts85e0ig,,,,,,0
11,a4dxpwrb,,0,390,390,finalpage,1,MyPage,147.156.150.32,2018-12-04 16:07:13.772778+00:00,1,,,89,3,1,5,1,1,1,0,0,,80,0,2,38,1,B,ts85e0ig,,,,,,0
12,0to4g86v,,0,390,390,finalpage,1,MyPage,147.156.150.23,2018-12-04 16:07:27.643452+00:00,1,,,171,4,3,1,2,2,1,0,0,,25,0,2,38,1,B,ts85e0ig,,,,,,0
13,zv227knm,,0,390,390,finalpage,1,MyPage,147.156.150.26,2018-12-04 16:08:19.012015+00:00,1,,,35,5,1,3,1,2,0,1,0,,80,0,2,38,1,B,ts85e0ig,,,,,,0
14,1ytml32p,,0,390,390,finalpage,1,MyPage,147.156.150.37,2018-12-04 16:08:56.952445+00:00,1,,,81,6,2,8,3,3,0,1,0,,75,0,2,38,1,B,ts85e0ig,,,,,,0
15,s9zwvpl4,,0,390,390,finalpage,1,MyPage,147.156.150.27,2018-12-04 16:09:08.225879+00:00,1,,,81,7,3,2,3,3,1,1,1,,40,0,2,38,1,B,ts85e0ig,,,,,,0
16,tz7xab1q,,0,390,390,finalpage,1,MyPage,147.156.150.38,2018-12-04 16:09:18.892772+00:00,1,,,165,8,3,6,2,2,1,0,0,,25,0,2,38,1,B,ts85e0ig,,,,,,0
1,p5she7s7,,0,390,390,finalpage,1,MyPage,147.156.150.6,2018-12-04 16:04:46.377602+00:00,1,,,81,1,1,8,3,2,1,1,1,,40,0,1,39,1,B,ts85e0ig,,,,,,0
2,eanoup2w,,0,390,390,finalpage,1,MyPage,147.156.150.10,2018-12-04 16:04:58.162202+00:00,1,,,83,2,1,7,3,2,0,1,0,,80,0,1,39,1,B,ts85e0ig,,,,,,0
3,h730angf,,0,390,390,finalpage,1,MyPage,147.156.150.12,2018-12-04 16:05:09.647795+00:00,1,,,80,3,2,4,2,2,0,1,0,,75,0,1,39,1,B,ts85e0ig,,,,,,0
4,w8xrk891,,0,390,390,finalpage,1,MyPage,147.156.150.14,2018-12-04 16:05:22.890126+00:00,1,,,89,4,3,3,3,2,1,0,0,,25,0,1,39,1,B,ts85e0ig,,,,,,0
5,rwgolrsr,,0,390,390,finalpage,1,MyPage,147.156.150.15,2018-12-04 16:05:50.405490+00:00,1,,,36,5,3,6,1,2,1,1,1,,160,0,1,39,1,B,ts85e0ig,,,,,,0
6,5zof5ulm,,0,390,390,finalpage,1,MyPage,147.156.150.17,2018-12-04 16:06:02.803263+00:00,1,,,81,6,3,5,1,2,1,1,1,,160,0,1,39,1,B,ts85e0ig,,,,,,0
7,hhwn7mxg,,0,390,390,finalpage,1,MyPage,147.156.150.19,2018-12-04 16:06:15.727622+00:00,1,,,83,7,2,2,2,2,1,0,0,,75,0,1,39,1,B,ts85e0ig,,,,,,0
8,igeff5f8,,0,390,390,finalpage,1,MyPage,147.156.150.25,2018-12-04 16:06:28.603731+00:00,1,,,170,8,3,1,3,2,1,1,1,,40,0,1,39,1,B,ts85e0ig,,,,,,0
9,nk4pav56,,0,390,390,finalpage,1,MyPage,147.156.150.33,2018-12-04 16:06:49.406465+00:00,1,,,47,1,3,8,1,1,1,0,0,,25,0,2,39,1,B,ts85e0ig,,,,,,0
10,vxkcs5vz,,0,390,390,finalpage,1,MyPage,147.156.150.22,2018-12-04 16:07:00.909463+00:00,1,,,94,2,1,7,3,3,0,1,0,,80,0,2,39,1,B,ts85e0ig,,,,,,0
11,a4dxpwrb,,0,390,390,finalpage,1,MyPage,147.156.150.32,2018-12-04 16:07:13.772778+00:00,1,,,89,3,3,4,2,2,1,0,0,,25,0,2,39,1,B,ts85e0ig,,,,,,0
12,0to4g86v,,0,390,390,finalpage,1,MyPage,147.156.150.23,2018-12-04 16:07:27.643452+00:00,1,,,171,4,2,3,3,3,0,1,0,,75,0,2,39,1,B,ts85e0ig,,,,,,0
13,zv227knm,,0,390,390,finalpage,1,MyPage,147.156.150.26,2018-12-04 16:08:19.012015+00:00,1,,,35,5,2,6,2,2,0,1,0,,75,0,2,39,1,B,ts85e0ig,,,,,,0
14,1ytml32p,,0,390,390,finalpage,1,MyPage,147.156.150.37,2018-12-04 16:08:56.952445+00:00,1,,,81,6,2,5,2,2,1,0,0,,75,0,2,39,1,B,ts85e0ig,,,,,,0
15,s9zwvpl4,,0,390,390,finalpage,1,MyPage,147.156.150.27,2018-12-04 16:09:08.225879+00:00,1,,,81,7,3,2,1,1,1,0,0,,25,0,2,39,1,B,ts85e0ig,,,,,,0
16,tz7xab1q,,0,390,390,finalpage,1,MyPage,147.156.150.38,2018-12-04 16:09:18.892772+00:00,1,,,165,8,1,1,3,3,0,1,0,,80,0,2,39,1,B,ts85e0ig,,,,,,0
1,p5she7s7,,0,390,390,finalpage,1,MyPage,147.156.150.6,2018-12-04 16:04:46.377602+00:00,1,,,81,1,3,2,3,2,1,1,1,,40,0,1,40,1,B,ts85e0ig,,,,,,0
2,eanoup2w,,0,390,390,finalpage,1,MyPage,147.156.150.10,2018-12-04 16:04:58.162202+00:00,1,,,83,2,3,1,3,3,1,1,1,,40,0,1,40,1,B,ts85e0ig,,,,,,0
3,h730angf,,0,390,390,finalpage,1,MyPage,147.156.150.12,2018-12-04 16:05:09.647795+00:00,1,,,80,3,3,6,3,3,1,1,1,,40,0,1,40,1,B,ts85e0ig,,,,,,0
4,w8xrk891,,0,390,390,finalpage,1,MyPage,147.156.150.14,2018-12-04 16:05:22.890126+00:00,1,,,89,4,3,8,3,2,1,1,1,,40,0,1,40,1,B,ts85e0ig,,,,,,0
5,rwgolrsr,,0,390,390,finalpage,1,MyPage,147.156.150.15,2018-12-04 16:05:50.405490+00:00,1,,,36,5,2,7,2,2,1,0,0,,75,0,1,40,1,B,ts85e0ig,,,,,,0
6,5zof5ulm,,0,390,390,finalpage,1,MyPage,147.156.150.17,2018-12-04 16:06:02.803263+00:00,1,,,81,6,3,3,3,2,1,1,1,,40,0,1,40,1,B,ts85e0ig,,,,,,0
7,hhwn7mxg,,0,390,390,finalpage,1,MyPage,147.156.150.19,2018-12-04 16:06:15.727622+00:00,1,,,83,7,2,5,2,2,0,1,0,,75,0,1,40,1,B,ts85e0ig,,,,,,0
8,igeff5f8,,0,390,390,finalpage,1,MyPage,147.156.150.25,2018-12-04 16:06:28.603731+00:00,1,,,170,8,3,4,3,2,1,1,1,,40,0,1,40,1,B,ts85e0ig,,,,,,0
9,nk4pav56,,0,390,390,finalpage,1,MyPage,147.156.150.33,2018-12-04 16:06:49.406465+00:00,1,,,47,1,3,2,2,2,1,1,1,,80,0,2,40,1,B,ts85e0ig,,,,,,0
10,vxkcs5vz,,0,390,390,finalpage,1,MyPage,147.156.150.22,2018-12-04 16:07:00.909463+00:00,1,,,94,2,2,1,3,2,1,1,1,,40,0,2,40,1,B,ts85e0ig,,,,,,0
11,a4dxpwrb,,0,390,390,finalpage,1,MyPage,147.156.150.32,2018-12-04 16:07:13.772778+00:00,1,,,89,3,2,6,3,2,1,1,1,,40,0,2,40,1,B,ts85e0ig,,,,,,0
12,0to4g86v,,0,390,390,finalpage,1,MyPage,147.156.150.23,2018-12-04 16:07:27.643452+00:00,1,,,171,4,1,8,1,1,1,0,0,,80,0,2,40,1,B,ts85e0ig,,,,,,0
13,zv227knm,,0,390,390,finalpage,1,MyPage,147.156.150.26,2018-12-04 16:08:19.012015+00:00,1,,,35,5,3,7,1,2,1,0,0,,25,0,2,40,1,B,ts85e0ig,,,,,,0
14,1ytml32p,,0,390,390,finalpage,1,MyPage,147.156.150.37,2018-12-04 16:08:56.952445+00:00,1,,,81,6,3,3,2,2,1,1,1,,80,0,2,40,1,B,ts85e0ig,,,,,,0
15,s9zwvpl4,,0,390,390,finalpage,1,MyPage,147.156.150.27,2018-12-04 16:09:08.225879+00:00,1,,,81,7,1,5,3,3,0,1,0,,80,0,2,40,1,B,ts85e0ig,,,,,,0
16,tz7xab1q,,0,390,390,finalpage,1,MyPage,147.156.150.38,2018-12-04 16:09:18.892772+00:00,1,,,165,8,1,4,1,2,0,1,0,,80,0,2,40,1,B,ts85e0ig,,,,,,0
1,p5she7s7,,0,390,390,finalpage,1,MyPage,147.156.150.6,2018-12-04 16:04:46.377602+00:00,1,,,81,1,2,5,2,2,0,1,0,,75,0,1,41,1,B,ts85e0ig,,,,,,0
2,eanoup2w,,0,390,390,finalpage,1,MyPage,147.156.150.10,2018-12-04 16:04:58.162202+00:00,1,,,83,2,1,4,1,2,0,1,0,,80,0,1,41,1,B,ts85e0ig,,,,,,0
3,h730angf,,0,390,390,finalpage,1,MyPage,147.156.150.12,2018-12-04 16:05:09.647795+00:00,1,,,80,3,2,8,2,2,1,1,1,,80,0,1,41,1,B,ts85e0ig,,,,,,0
4,w8xrk891,,0,390,390,finalpage,1,MyPage,147.156.150.14,2018-12-04 16:05:22.890126+00:00,1,,,89,4,2,2,2,2,1,0,0,,75,0,1,41,1,B,ts85e0ig,,,,,,0
5,rwgolrsr,,0,390,390,finalpage,1,MyPage,147.156.150.15,2018-12-04 16:05:50.405490+00:00,1,,,36,5,1,1,3,2,1,0,0,,80,0,1,41,1,B,ts85e0ig,,,,,,0
6,5zof5ulm,,0,390,390,finalpage,1,MyPage,147.156.150.17,2018-12-04 16:06:02.803263+00:00,1,,,81,6,3,7,1,2,1,0,0,,25,0,1,41,1,B,ts85e0ig,,,,,,0
7,hhwn7mxg,,0,390,390,finalpage,1,MyPage,147.156.150.19,2018-12-04 16:06:15.727622+00:00,1,,,83,7,2,6,2,2,0,1,0,,75,0,1,41,1,B,ts85e0ig,,,,,,0
8,igeff5f8,,0,390,390,finalpage,1,MyPage,147.156.150.25,2018-12-04 16:06:28.603731+00:00,1,,,170,8,1,3,1,1,1,1,1,,160,0,1,41,1,B,ts85e0ig,,,,,,0
9,nk4pav56,,0,390,390,finalpage,1,MyPage,147.156.150.33,2018-12-04 16:06:49.406465+00:00,1,,,47,1,2,5,3,2,0,1,0,,75,0,2,41,1,B,ts85e0ig,,,,,,0
10,vxkcs5vz,,0,390,390,finalpage,1,MyPage,147.156.150.22,2018-12-04 16:07:00.909463+00:00,1,,,94,2,1,4,1,2,1,1,1,,160,0,2,41,1,B,ts85e0ig,,,,,,0
11,a4dxpwrb,,0,390,390,finalpage,1,MyPage,147.156.150.32,2018-12-04 16:07:13.772778+00:00,1,,,89,3,1,8,2,2,0,0,0,,80,0,2,41,1,B,ts85e0ig,,,,,,0
12,0to4g86v,,0,390,390,finalpage,1,MyPage,147.156.150.23,2018-12-04 16:07:27.643452+00:00,1,,,171,4,1,2,1,1,1,1,1,,160,0,2,41,1,B,ts85e0ig,,,,,,0
13,zv227knm,,0,390,390,finalpage,1,MyPage,147.156.150.26,2018-12-04 16:08:19.012015+00:00,1,,,35,5,3,1,2,2,1,0,0,,25,0,2,41,1,B,ts85e0ig,,,,,,0
14,1ytml32p,,0,390,390,finalpage,1,MyPage,147.156.150.37,2018-12-04 16:08:56.952445+00:00,1,,,81,6,2,7,2,2,0,0,0,,75,0,2,41,1,B,ts85e0ig,,,,,,0
15,s9zwvpl4,,0,390,390,finalpage,1,MyPage,147.156.150.27,2018-12-04 16:09:08.225879+00:00,1,,,81,7,2,6,2,2,0,0,0,,75,0,2,41,1,B,ts85e0ig,,,,,,0
16,tz7xab1q,,0,390,390,finalpage,1,MyPage,147.156.150.38,2018-12-04 16:09:18.892772+00:00,1,,,165,8,2,3,1,2,0,0,0,,75,0,2,41,1,B,ts85e0ig,,,,,,0
1,p5she7s7,,0,390,390,finalpage,1,MyPage,147.156.150.6,2018-12-04 16:04:46.377602+00:00,1,,,81,1,2,6,2,2,1,0,0,,75,0,1,42,0,A,ts85e0ig,,,,,,0
2,eanoup2w,,0,390,390,finalpage,1,MyPage,147.156.150.10,2018-12-04 16:04:58.162202+00:00,1,,,83,2,3,8,2,2,1,0,0,,25,0,1,42,0,A,ts85e0ig,,,,,,0
3,h730angf,,0,390,390,finalpage,1,MyPage,147.156.150.12,2018-12-04 16:05:09.647795+00:00,1,,,80,3,3,7,1,1,1,0,0,,25,0,1,42,0,A,ts85e0ig,,,,,,0
4,w8xrk891,,0,390,390,finalpage,1,MyPage,147.156.150.14,2018-12-04 16:05:22.890126+00:00,1,,,89,4,2,5,2,2,1,1,1,,80,0,1,42,0,A,ts85e0ig,,,,,,0
5,rwgolrsr,,0,390,390,finalpage,1,MyPage,147.156.150.15,2018-12-04 16:05:50.405490+00:00,1,,,36,5,3,4,2,2,1,1,1,,80,0,1,42,0,A,ts85e0ig,,,,,,0
6,5zof5ulm,,0,390,390,finalpage,1,MyPage,147.156.150.17,2018-12-04 16:06:02.803263+00:00,1,,,81,6,2,1,3,3,0,1,0,,75,0,1,42,0,A,ts85e0ig,,,,,,0
7,hhwn7mxg,,0,390,390,finalpage,1,MyPage,147.156.150.19,2018-12-04 16:06:15.727622+00:00,1,,,83,7,1,3,3,3,0,1,0,,100,0,1,42,0,A,ts85e0ig,,,,,,0
8,igeff5f8,,0,390,390,finalpage,1,MyPage,147.156.150.25,2018-12-04 16:06:28.603731+00:00,1,,,170,8,2,2,3,3,0,1,0,,75,0,1,42,0,A,ts85e0ig,,,,,,0
9,nk4pav56,,0,390,390,finalpage,1,MyPage,147.156.150.33,2018-12-04 16:06:49.406465+00:00,1,,,47,1,1,6,1,2,0,0,0,,100,0,2,42,0,A,ts85e0ig,,,,,,0
10,vxkcs5vz,,0,390,390,finalpage,1,MyPage,147.156.150.22,2018-12-04 16:07:00.909463+00:00,1,,,94,2,3,8,1,2,1,0,0,,25,0,2,42,0,A,ts85e0ig,,,,,,0
11,a4dxpwrb,,0,390,390,finalpage,1,MyPage,147.156.150.32,2018-12-04 16:07:13.772778+00:00,1,,,89,3,1,7,2,2,0,0,0,,100,0,2,42,0,A,ts85e0ig,,,,,,0
12,0to4g86v,,0,390,390,finalpage,1,MyPage,147.156.150.23,2018-12-04 16:07:27.643452+00:00,1,,,171,4,3,5,2,2,1,0,0,,25,0,2,42,0,A,ts85e0ig,,,,,,0
13,zv227knm,,0,390,390,finalpage,1,MyPage,147.156.150.26,2018-12-04 16:08:19.012015+00:00,1,,,35,5,2,4,3,2,0,1,0,,75,0,2,42,0,A,ts85e0ig,,,,,,0
14,1ytml32p,,0,390,390,finalpage,1,MyPage,147.156.150.37,2018-12-04 16:08:56.952445+00:00,1,,,81,6,1,1,1,2,0,0,0,,100,0,2,42,0,A,ts85e0ig,,,,,,0
15,s9zwvpl4,,0,390,390,finalpage,1,MyPage,147.156.150.27,2018-12-04 16:09:08.225879+00:00,1,,,81,7,2,3,1,2,0,0,0,,75,0,2,42,0,A,ts85e0ig,,,,,,0
16,tz7xab1q,,0,390,390,finalpage,1,MyPage,147.156.150.38,2018-12-04 16:09:18.892772+00:00,1,,,165,8,1,2,3,3,0,1,0,,100,0,2,42,0,A,ts85e0ig,,,,,,0
1,p5she7s7,,0,390,390,finalpage,1,MyPage,147.156.150.6,2018-12-04 16:04:46.377602+00:00,1,,,81,1,1,8,2,2,0,1,0,,100,0,1,43,0,A,ts85e0ig,,,,,,0
2,eanoup2w,,0,390,390,finalpage,1,MyPage,147.156.150.10,2018-12-04 16:04:58.162202+00:00,1,,,83,2,2,5,3,2,0,1,0,,75,0,1,43,0,A,ts85e0ig,,,,,,0
3,h730angf,,0,390,390,finalpage,1,MyPage,147.156.150.12,2018-12-04 16:05:09.647795+00:00,1,,,80,3,2,4,1,1,1,1,1,,160,0,1,43,0,A,ts85e0ig,,,,,,0
4,w8xrk891,,0,390,390,finalpage,1,MyPage,147.156.150.14,2018-12-04 16:05:22.890126+00:00,1,,,89,4,1,3,2,2,1,1,1,,80,0,1,43,0,A,ts85e0ig,,,,,,0
5,rwgolrsr,,0,390,390,finalpage,1,MyPage,147.156.150.15,2018-12-04 16:05:50.405490+00:00,1,,,36,5,3,2,2,2,1,0,0,,25,0,1,43,0,A,ts85e0ig,,,,,,0
6,5zof5ulm,,0,390,390,finalpage,1,MyPage,147.156.150.17,2018-12-04 16:06:02.803263+00:00,1,,,81,6,3,7,3,2,1,1,1,,40,0,1,43,0,A,ts85e0ig,,,,,,0
7,hhwn7mxg,,0,390,390,finalpage,1,MyPage,147.156.150.19,2018-12-04 16:06:15.727622+00:00,1,,,83,7,3,6,3,3,1,1,1,,40,0,1,43,0,A,ts85e0ig,,,,,,0
8,igeff5f8,,0,390,390,finalpage,1,MyPage,147.156.150.25,2018-12-04 16:06:28.603731+00:00,1,,,170,8,2,1,1,2,1,0,0,,75,0,1,43,0,A,ts85e0ig,,,,,,0
